isDE?	criteria	sample	cellLine	tx	gene	entrez	isProteinCoding	FC	log2FC	shrunkLFC	pValue	qValue	dir	meanFPKM	minMeanFPKM	meanFPKMTreatment	meanFPKMControl
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TMEM98	26022	Y	1.64929933538	0.721853260795751	0.701496397352689	1.33219095219474e-12	1.55461316318755e-11	up	13.823010118	10.4723057998	17.1737144361566	10.4723057997799
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ST3GAL4	6484	Y	1.64909124821	0.721671228795632	0.674752368840565	2.51535569227532e-06	1.3917020084145e-05	up	7.0653764779	5.38071037884	8.75004257696866	5.38071037883545
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NUP93	9688	Y	1.64893909359	0.721538111328916	0.714120443099086	1.29850716740889e-31	5.37244692718344e-30	up	32.8110088782	24.5065796209	41.1154381355954	24.506579620899
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PPP1R14D	54866	Y	1.6478207285	0.720559295816034	0.0276429558768311	0.663488250291636	0.767628147798916	up	0.0216715769682	0	0.0433431539363159	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SNORA14A	677801	N	1.6478207285	0.720559295816034	0.0276429558768311	0.663488250291636	0.767628147798916	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	AMHR2	269	Y	1.64728353286	0.720088895222853	0.0274912759222043	0.665210369646898	NA	up	0.0265630220709	0.0205974879815	0.0325285561602929	0.0205974879814684
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ERVW-1	30816	Y	1.64728353286	0.720088895222853	0.0274912759222043	0.665210369646898	NA	up	0.0117618976789	0.00985939868666	0.0136643966710687	0.00985939868665607
N	FC2	HCT116-dxRes2	HCT116	dxRes2	STMN1	3925	Y	1.64727110626	0.720078011936099	0.716233712752615	1.23584305730045e-56	1.32119087649254e-54	up	225.807762488	168.636764362	282.978760613684	168.636764361977
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SKA3	221150	Y	1.64517662254	0.718242476838451	0.702295950974188	1.57555344898768e-15	2.40111387095564e-14	up	9.15028688641	6.89446155607	11.4061122167527	6.89446155606858
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GPR37	2861	Y	1.64446543454	0.717618684102086	0.555206913791858	0.00988725501882278	0.0259036324333599	up	0.563384501714	0.419588258905	0.707180744522938	0.419588258904505
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PKMYT1	9088	Y	1.64430192647	0.717475230791574	0.70896695072939	1.37033955885245e-27	4.58574345230265e-26	up	28.101502255	20.023436739	36.1795677710055	20.0234367389998
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LINC00987	100499405	N	1.6438829773	0.717107601889724	0.302630837648543	0.120047451320716	0.211788221518185	up	0.189323481418	0.149833560615	0.228813402220894	0.149833560614905
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ZNF273	10793	Y	1.64382481472	0.717056556678623	0.619248674157072	0.00103633313573937	0.003468735487555	up	0.948880962259	0.711560249775	1.18620167474219	0.711560249775158
N	FC2	HCT116-dxRes2	HCT116	dxRes2	REXO5	81691	Y	1.64335856574	0.716647297440503	0.655728778198538	3.72615125807808e-05	0.000168236574234483	up	2.52458420796	1.87370075387	3.17546766205643	1.87370075387041
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GRIA4	2893	Y	1.64318236676	0.716492605074644	0.0231800620550107	0.692479039351533	NA	up	0.00113614306549	0	0	0.00227228613097099
N	FC2	HCT116-dxRes2	HCT116	dxRes2	COMP	1311	Y	1.64318236676	0.716492605074644	0.0231800620550107	0.692479039351533	NA	up	0.00262272873997	0	0.00524545747994177	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GABRQ	55879	Y	1.64275451709	0.71611690911526	0.588032072082825	0.00393617400266061	0.0115398149923163	up	1.31184967871	1.05158622897	1.57211312844289	1.05158622897211
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RNF145	153830	Y	1.64217761621	0.715610175937433	0.707330955221458	3.33915012466682e-27	1.08771620318646e-25	up	19.1680853687	14.3882675938	23.9479031436008	14.3882675937805
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ACYP1	97	Y	1.64179980137	0.715278217747493	0.672062693129801	1.17113218756769e-06	6.87613881893318e-06	up	27.2437280618	19.6900905258	34.797365597801	19.6900905257529
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C9orf129	445577	Y	1.64132610988	0.714861911833782	0.198482593333197	0.217876956151663	0.339884637600611	up	0.618599660984	0.551741112728	0.551741112728057	0.68545820923958
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SEC13	6396	Y	1.64012294049	0.713803960565293	0.702956678904439	9.04118940521211e-22	2.15594470113209e-20	up	59.2274271169	44.624631838	73.8302223958381	44.6246318379552
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NCEH1	57552	Y	1.63963177041	0.713371849811738	0.676190441778488	1.77245321356251e-07	1.16860129299823e-06	up	2.55734299324	1.95259388134	3.16209210513784	1.95259388133532
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SNORD72	619564	N	1.63943076421	0.713194975694301	0.0272463729879082	0.667953308508501	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MTCL1	23255	Y	1.63910556491	0.712908772723795	0.698198089486955	1.63485169453544e-16	2.7042110739621e-15	up	4.00519754757	3.07836622407	4.9320288710769	3.07836622406919
N	FC2	HCT116-dxRes2	HCT116	dxRes2	FAM72A	554282	Y	1.63902323435	0.712836305832792	0.628322130541288	0.000462574541297636	0.00167386412274649	up	4.96803398541	3.83995653003	6.09611144079129	3.83995653003298
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HPF1	54969	Y	1.63866620702	0.712522010310751	0.688470404314165	9.17814121987179e-11	8.98025869111411e-10	up	21.2599871729	15.8734705225	26.6465038233959	15.8734705224703
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SNAI2	6591	Y	1.63846831384	0.712347773028391	0.0366580373314448	0.617715419539933	0.733203347082831	up	0.0537371618191	0.0428076150922	0.0646667085460901	0.0428076150921878
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HSP90AB1	3326	Y	1.63829722024	0.712197114770423	0.710097421096909	5.61481253035203e-100	1.56909383852592e-97	up	1200.9703303	906.988504725	1494.9521558836	906.988504725399
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RASL10A	10633	Y	1.63808952239	0.712014203121434	0.413245757561591	0.0579448985749381	0.116954420856588	up	0.899030514526	0.679872338582	1.11818869047011	0.679872338582465
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ZNF101	94039	Y	1.63793676635	0.711879661840881	0.677887281320679	5.04932019730332e-08	3.5890504874094e-07	up	2.13963037229	1.57982931639	2.69943142819467	1.57982931639081
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ARHGAP11A	9824	Y	1.63792129662	0.711866036036284	0.703532619142488	8.95736309902997e-28	3.06184199151177e-26	up	17.9782691172	14.3393240604	21.6172141739104	14.3393240604103
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HSPB8	26353	Y	1.63706392039	0.711110654020303	0.531714752427771	0.0146580486733543	0.0364996181519245	up	1.11356326904	0.799499627632	1.42762691045487	0.799499627631971
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PLAA	9373	Y	1.63660337761	0.710704734469867	0.695001520969077	1.70601487560008e-15	2.58810580508891e-14	up	7.45804175642	5.58787412691	9.32820938592773	5.58787412691425
N	FC2	HCT116-dxRes2	HCT116	dxRes2	FAM20C	56975	Y	1.63618159491	0.710332877579863	0.693257299897006	2.27529626177131e-14	3.14611060362458e-13	up	9.84281896432	7.48743449955	12.1982034290849	7.48743449954783
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PSMA2	5683	Y	1.63588432068	0.710070733684898	0.701183207195377	4.66982799677127e-26	1.41687028877275e-24	up	76.280033819	58.453848655	94.1062189829243	58.4538486549983
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SHH	6469	Y	1.63530895427	0.709563225744126	0.138655152325122	0.309979606982882	0.447536042747243	up	0.0897693294014	0.0857531103494	0.0937855484533901	0.085753110349378
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SOWAHA	134548	Y	1.63455549641	0.708898360304405	0.34589276442207	0.0929662430018319	0.172634563391954	up	0.237781601149	0.178342009027	0.297221193272126	0.178342009026513
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CDCA2	157313	Y	1.63381161282	0.708241642655263	0.691167456257384	2.6410037274502e-14	3.62347531219244e-13	up	9.29266896946	7.053988586	11.5313493529162	7.0539885860039
N	FC2	HCT116-dxRes2	HCT116	dxRes2	STIP1	10963	Y	1.63257057888	0.707145363345199	0.703936589541554	3.30739886318818e-68	4.74626635060582e-66	up	183.752813282	137.52855804	229.977068523766	137.528558039934
N	FC2	HCT116-dxRes2	HCT116	dxRes2	COTL1	23406	Y	1.63198915396	0.70663146933508	0.702149688024979	8.72971540535378e-45	5.96805307690473e-43	up	107.269466318	80.9876275949	133.551305041804	80.9876275948614
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C16orf59	80178	Y	1.63124566369	0.705974066596991	0.680823314238995	3.14409281518889e-10	2.87498590431365e-09	up	10.4240603265	8.0997952568	12.748325396169	8.09979525680322
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CCDC170	80129	Y	1.63123943625	0.705968558955518	0.0353994538965691	0.624661329057528	0.738640806959941	up	0.00675952917213	0.00439183102861	0.00912722731566137	0.00439183102860613
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MIR1268A	100302233	N	1.63121568639	0.705947554036863	0.155720961293953	0.282219794704508	0.416332606325347	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PLCB2	5330	Y	1.63100458175	0.705760834811988	0.552072831819633	0.00900200035703323	0.0239347126835557	up	0.438006406408	0.337084719301	0.538928093514934	0.337084719301225
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CEP55	55165	Y	1.6309113041	0.705678324283893	0.695605058554237	5.60187942555247e-23	1.42771739791401e-21	up	24.6236090375	18.7969579362	30.4502601386917	18.7969579362218
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PLA2G7	7941	Y	1.63042846207	0.705251141679628	0.591151638669136	0.00264209890825569	0.00810905462612811	up	2.23139913115	1.80137099489	2.66142726740317	1.80137099488751
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GPR161	23432	Y	1.63023496558	0.705079914911851	0.688667741709197	1.01456904313718e-14	1.44942334422709e-13	up	3.07775482937	2.33170881019	3.82380084855492	2.33170881019301
N	FC2	HCT116-dxRes2	HCT116	dxRes2	IL17RD	54756	Y	1.62956395431	0.704485973586491	0.688646768584463	3.97839574745984e-15	5.84611308683467e-14	up	2.56910788922	1.93689585534	3.20131992310079	1.93689585534053
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MCM4	4173	Y	1.62946796249	0.704400987050939	0.700025905788459	2.19942183541284e-50	1.9144584926935e-48	up	54.4124901194	41.1600794084	67.6649008304194	41.1600794084008
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SORT1	6272	Y	1.62903390427	0.70401663027242	0.691393919305319	1.22077284701549e-18	2.36565580049996e-17	up	5.63602070395	4.30988615849	6.96215524941402	4.30988615848904
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ABLIM1	3983	Y	1.62858075556	0.703615259649163	0.697419743873626	2.6683889685156e-37	1.4556427355988e-35	up	18.1543605485	13.8405523996	22.4681686973494	13.8405523995889
N	FC2	HCT116-dxRes2	HCT116	dxRes2	FOXM1	2305	Y	1.62779449883	0.702918577842769	0.695221111272681	2.44672979819482e-29	8.89816414507883e-28	up	16.3830198726	12.3306393965	20.4354003487094	12.3306393965387
N	FC2	HCT116-dxRes2	HCT116	dxRes2	VSNL1	7447	Y	1.62775742704	0.702885721179147	0.667429291982704	1.27545903886438e-07	8.57610258761954e-07	up	8.24201144049	6.53579062694	9.94823225402852	6.53579062694465
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ATP8B5P	158381	N	1.62725645702	0.702441638910145	0.0268641617260933	0.672207841410786	NA	up	0.00526276468766	0.00504528754961	0.00504528754960677	0.0054802418257208
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SBSPON	157869	Y	1.62712153586	0.702322015379039	0.287233752995389	0.132889641639618	0.22946331725501	up	0.171467960485	0.117908722758	0.225027198211701	0.117908722757877
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MPP1	4354	Y	1.62697576519	0.702192761335268	0.658969559504433	1.67603287387256e-06	9.54505815084593e-06	up	5.56006215378	4.11578707166	7.00433723591006	4.1157870716554
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PSMA4	5685	Y	1.62692788649	0.702150305029306	0.696511384284747	2.55099644434654e-39	1.48302271394146e-37	up	140.366799838	104.990707135	175.74289254123	104.990707134554
N	FC2	HCT116-dxRes2	HCT116	dxRes2	IGSF23	147710	Y	1.62635085428	0.701638525016841	0.0402245122798339	0.602812520705567	0.721475690787017	up	0.0175214322241	0.0171517288584	0.0178911355898997	0.0171517288583865
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C5orf30	90355	Y	1.62625662352	0.701554932851405	0.669332237433894	3.26862245611546e-08	2.38912833569078e-07	up	3.53050718894	2.68779344038	4.37322093750726	2.68779344037654
N	FC2	HCT116-dxRes2	HCT116	dxRes2	P2RX5	5026	Y	1.6260168157	0.701342177336488	0.497847850923615	0.0232242532301077	0.0538955608540772	up	2.5723803527	2.1554117299	2.9893489755029	2.15541172989799
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MYLK	4638	Y	1.62504439611	0.700479133016969	0.63764277035026	6.69230407919165e-05	0.000288034886996606	up	0.778313965249	0.599266089276	0.957361841222272	0.599266089275814
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SERPINF2	5345	Y	1.62472463065	0.700195221117108	0.626291888245733	0.000231328073621384	0.000893507489019163	up	2.45077331689	1.77131922707	3.13022740671516	1.77131922707263
N	FC2	HCT116-dxRes2	HCT116	dxRes2	FCGR2A	2212	Y	1.62452843718	0.700020998096819	0.0415227807755464	0.59727596799328	0.716740160777833	up	0.0153918964324	0.00711306634906	0.02367072651581	0.00711306634905634
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SIK2	23235	Y	1.62445682183	0.699957397248558	0.684206384864566	4.0256637773957e-15	5.91011965992038e-14	up	4.4269775211	3.39174341091	5.46221163127851	3.3917434109142
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SOX30	11063	Y	1.62439313935	0.699900839142576	0.0946370450913424	0.413256828675883	0.552983177250821	up	0.0655190068168	0.0375206317352	0.09351738189841	0.0375206317351613
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RBMS3	27303	Y	1.62437935891	0.699888600075619	0.0262230416748613	0.676534921894575	NA	up	0.0127004873169	0.0082749881883	0.00827498818830387	0.0171259864454013
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TUBG1	7283	Y	1.62333780426	0.698963244996225	0.692575630600666	1.03806946591816e-34	4.98054473572603e-33	up	56.7184166076	42.1865389786	71.2502942365773	42.1865389786135
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RHEB	6009	Y	1.62301084912	0.698672643702925	0.690764484945177	2.21697856737061e-28	7.83021099770429e-27	up	39.2118945142	29.4670299336	48.9567590947635	29.4670299335714
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CCDC148	130940	Y	1.62292790728	0.698598914782209	0.117185500148743	0.358603256915238	0.498837767828385	up	0.282660542458	0.258478706465	0.306842378451845	0.258478706464911
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CD276	80381	Y	1.6228257103	0.698508064339776	0.690737167729317	8.45307186208665e-29	3.0122814696013e-27	up	21.3563929007	16.3695257526	26.3432600486953	16.3695257526375
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TCEANC	170082	Y	1.62202753778	0.697798312944302	0.208806543624343	0.208766618747255	0.328996227339766	up	0.145293835274	0.120998948829	0.169588721718937	0.120998948829055
N	FC2	HCT116-dxRes2	HCT116	dxRes2	S1PR5	53637	Y	1.62162846145	0.697443315099947	0.626657811226212	0.000179551732577387	0.000708466571272034	up	2.21248777502	1.66758561866	2.75738993138897	1.66758561865888
N	FC2	HCT116-dxRes2	HCT116	dxRes2	STARD8	9754	Y	1.62108033523	0.696955587691374	0.64384878643274	1.68771094876152e-05	8.12191773499163e-05	up	1.43246690474	1.02995277841	1.83498103107795	1.02995277840543
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PRKD3	23683	Y	1.62103367909	0.696914065036759	0.671289537842239	7.5281408253035e-10	6.55994284498137e-09	up	2.85244701417	2.13439091841	3.57050310991869	2.13439091841265
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NWD1	284434	Y	1.62097199272	0.696859164071881	0.20703530582101	0.211209281651587	0.331986643717004	up	0.0927408214878	0.0613547220018	0.124126920973703	0.0613547220018011
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RAB3B	5865	Y	1.61976593446	0.695785350400431	0.684675369735677	1.97099558950539e-20	4.34847489546141e-19	up	4.73029899644	3.60125823686	5.8593397560345	3.6012582368554
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MSRB1	51734	Y	1.61771152939	0.693954369063391	0.668330343495544	8.05906905791498e-10	7.0016911567067e-09	up	14.1159202268	10.8863347724	17.3455056811551	10.8863347723652
N	FC2	HCT116-dxRes2	HCT116	dxRes2	E2F8	79733	Y	1.6176197845	0.693872547520984	0.655181531492731	5.58923562461532e-07	3.43881553744679e-06	up	4.17376990525	3.11299420286	5.23454560764346	3.11299420285676
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NSFL1C	55968	Y	1.61753299184	0.693795138294434	0.682653481148223	2.03820377099343e-20	4.49053220859673e-19	up	15.1297563034	11.5511477654	18.7083648412825	11.5511477654485
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MGAT5	4249	Y	1.61676056601	0.693106038854333	0.682568404836016	1.9305397148556e-21	4.52228928204924e-20	up	4.89040167033	3.70379788432	6.07700545634154	3.70379788432254
N	FC2	HCT116-dxRes2	HCT116	dxRes2	WDR76	79968	Y	1.61674339975	0.693090720688601	0.677319045052481	6.87759389426007e-15	9.9684434159844e-14	up	8.565023321	6.51275219818	10.6172944438109	6.51275219818057
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ASCL5	647219	Y	1.6166849646	0.693038575355111	0.105498446062524	0.387053226218821	0.526503034614328	up	0.134695645089	0.114463849855	0.154927440322159	0.114463849855236
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LMAN2	10960	Y	1.61589901865	0.692337043482615	0.684406932408657	1.31637671866491e-27	4.41443468455019e-26	up	77.7800202284	58.8272337387	96.7328067180031	58.8272337387439
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SEC14L1	6397	Y	1.61589221076	0.692330965295527	0.684193225714789	4.37081528842208e-27	1.40651952988435e-25	up	16.2116464608	12.6973328124	19.7259601092249	12.6973328124168
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SMTNL2	342527	Y	1.61578665353	0.692236718996974	0.55313585649164	0.0071376146622823	0.0195688578236652	up	1.47403489933	1.17114299025	1.77692680839817	1.17114299025353
N	FC2	HCT116-dxRes2	HCT116	dxRes2	IL1RAP	3556	Y	1.61570532994	0.692164105396915	0.545774094358595	0.00862225673739806	0.023110201509341	up	0.731708578824	0.572452723394	0.890964434253716	0.572452723394275
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C14orf37	145407	Y	1.61473679542	0.691299022570052	0.245684207474473	0.169580784728295	0.27901140448281	up	0.274455528964	0.204649326689	0.344261731239103	0.204649326689481
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PSMA1	5682	Y	1.61444025041	0.691034048547683	0.68383415858346	1.76404160762442e-30	6.82024727374987e-29	up	132.337868758	98.9266043879	165.749133128484	98.926604387891
N	FC2	HCT116-dxRes2	HCT116	dxRes2	UBTD1	80019	Y	1.61409976837	0.690729755123955	0.657581134868595	7.34909391606552e-08	5.11418597592869e-07	up	9.38880744968	7.43953724755	11.3380776518018	7.43953724755201
N	FC2	HCT116-dxRes2	HCT116	dxRes2	DCUN1D3	123879	Y	1.61392970621	0.690577744224235	0.675297475168262	3.08868489213753e-15	4.58524339672495e-14	up	3.53216359729	2.69854622607	4.36578096851635	2.69854622606989
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RNASEH2A	10535	Y	1.61287630661	0.68963580074426	0.675775936007632	1.34959595332896e-16	2.2487148473407e-15	up	64.2181764893	48.0562671757	80.3800858029595	48.0562671756646
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RFC2	5982	Y	1.61273604571	0.689510333906063	0.675704333594484	1.20421720768084e-16	2.01915535801559e-15	up	29.9391623561	22.6816194014	37.1967053108675	22.6816194013728
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ABHD1	84696	Y	1.61177835624	0.68865336524455	0.518070372713695	0.015062275180157	0.0373718039477759	up	0.00523349262399	0	0	0.0104669852479832
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CADPS2	93664	Y	1.61173394938	0.688613616329475	0.647418071079934	1.40802309657071e-06	8.18853592744608e-06	up	2.49141979696	1.96521472156	3.0176248723628	1.96521472155657
N	FC2	HCT116-dxRes2	HCT116	dxRes2	OMP	4975	Y	1.61146773589	0.688375303673122	0.0239662620398999	0.69226702295438	NA	up	0.141463137477	0.114587277858	0.114587277857687	0.168338997096265
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PRELID2	153768	Y	1.61069982857	0.687687657184491	0.638797926384397	9.36645153300072e-06	4.71847585291488e-05	up	1.76867082427	1.35214396081	2.18519768772579	1.35214396080566
N	FC2	HCT116-dxRes2	HCT116	dxRes2	BRI3BP	140707	Y	1.60991799533	0.686987203409586	0.667812720800356	2.27857622042087e-12	2.60743107866984e-11	up	19.3944522866	14.5599389989	24.2289655743693	14.559938998858
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MIR196A1	406972	N	1.60986779652	0.686942218065027	0.0946933889042347	0.416355479402849	0.55564061925335	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LAG3	3902	Y	1.60819083679	0.685438614821043	0.447425613089616	0.0402658980169244	0.0861049120031666	up	0.638692865729	0.526738413216	0.750647318242327	0.526738413216025
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SLC25A20	788	Y	1.60780391922	0.685091472426747	0.624562023381069	6.76377516892502e-05	0.000290921665162892	up	4.22319045542	3.34681424077	5.09956667006862	3.34681424077406
N	FC2	HCT116-dxRes2	HCT116	dxRes2	H19	283120	N	1.60779897369	0.685087034754292	0.389770943932794	0.067632715989132	0.133068371169823	up	1.98215816641	1.64141131726	2.32290501556871	1.64141131726127
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CHAF1A	10036	Y	1.60724178217	0.684586974249725	0.676808241675196	6.65577285954114e-28	2.29977886940631e-26	up	20.6715345255	15.5944797832	25.7485892678389	15.5944797831563
N	FC2	HCT116-dxRes2	HCT116	dxRes2	DSCC1	79075	Y	1.607112937	0.684471315399095	0.667385494185767	1.28141975331421e-13	1.65277208506413e-12	up	15.7523174779	11.7814074523	19.7232275034196	11.7814074523216
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PPIF	10105	Y	1.60663231896	0.684039803119469	0.676582660200333	5.07895471091643e-29	1.81803751888063e-27	up	32.5782071635	25.0650283075	40.0913860195439	25.0650283075464
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ZNF124	7678	Y	1.60649591973	0.683917316570903	0.621780609389203	8.53395747332509e-05	0.000360003730382933	up	2.15947491551	1.63238083098	2.68656900003952	1.63238083098282
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NMT2	9397	Y	1.60605379616	0.683520217978267	0.664759018229083	1.59834016807183e-12	1.85298111624572e-11	up	7.39149689187	5.51812061988	9.26487316385334	5.51812061988308
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PTGES3	10728	Y	1.60555947504	0.683076108072725	0.680007341231362	4.26724098169937e-67	6.01529925641498e-65	up	164.059161437	123.924630606	204.19369226768	123.924630605582
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CYB5R2	51700	Y	1.60547188517	0.6829974009857	0.594318306485234	0.000966751696862055	0.00325362091259575	up	4.4887781928	3.49155393896	5.48600244664501	3.49155393895991
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HMCES	56941	Y	1.60494250841	0.682521618642441	0.672440738768771	7.18372459576172e-22	1.7233365826188e-20	up	38.3459723141	29.367482963	47.3244616651807	29.3674829629632
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TRAF2	7186	Y	1.60463072877	0.682241330324355	0.662499288821382	6.02485556169755e-12	6.63692422145784e-11	up	11.3939823275	8.42347449841	14.3644901566012	8.42347449840672
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LMO2	4005	Y	1.60458763809	0.682202587744997	0.540954642503591	0.00837729725081959	0.0225374520607293	up	1.97270111023	1.68594300098	2.25945921947793	1.68594300098363
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CLDN1	9076	Y	1.60376975941	0.681467040301192	0.0545046379314399	0.546853307662681	0.675575507973203	up	0.0389853246263	0.0287635754506	0.0492070738020749	0.0287635754505844
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HPSE	10855	Y	1.60213121899	0.679992313310863	0.654933479864757	9.88701902063144e-10	8.51299059349395e-09	up	3.53815426131	2.68175343601	4.3945550866144	2.68175343600961
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MAP7D1	55700	Y	1.60088573989	0.678870341970517	0.670588870549101	5.4777285649696e-26	1.65568763399242e-24	up	31.0949839895	24.0793815476	38.1105864313395	24.0793815475634
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HJURP	55355	Y	1.6008562364	0.678843753609209	0.668314001447632	9.36702742789889e-21	2.12243783640116e-19	up	13.6805675535	10.6131771283	16.7479579786589	10.6131771283447
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GCOM1	145781	Y	1.60060077949	0.678613516932886	0.15649746470399	0.287316095894371	0.42227884217581	up	0.321504945073	0.251161318866	0.391848571279526	0.251161318866477
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ATP23	91419	Y	1.59976716926	0.677861949992543	0.594309812879662	0.000736495554348009	0.00254592831710274	up	4.8203475624	3.55638930523	6.08430581956959	3.5563893052291
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MIR4284	100422948	N	1.59974450112	0.677841507364129	0.043236219694402	0.595169959344377	0.714859167727083	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	THAP5	168451	Y	1.59968238943	0.677785492192073	0.657327154367154	3.41029328372627e-12	3.83905029798415e-11	up	6.61706251801	5.11623129768	8.11789373835027	5.11623129767925
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CDK5R1	8851	Y	1.59941311817	0.677542625847376	0.626111156415089	1.92780822546548e-05	9.16932135665563e-05	up	1.85481523757	1.40345571581	2.3061747593207	1.40345571581072
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SLC9A2	6549	Y	1.59917853285	0.677331010789306	0.534774009225913	0.00910513241897774	0.0241685809534905	up	0.472331342418	0.36590736924	0.578755315596363	0.365907369240092
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NIPAL1	152519	Y	1.59890889607	0.677087738108513	0.634444231253234	2.90118792929862e-06	1.59520271059018e-05	up	1.5172934932	1.12789406175	1.90669292464305	1.12789406175411
